Class,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
7930.693,156,1472.5009,193.43425,416.1,113.809,113.809,639.708,608.918,165.5,8.825,17.092,33.8,328.2913458,1713.756192,245.6405
8761.102,255,4327.5264,384.8696,514,175.305,175.305,707.287,640.068,207.5,10.969,25.033,49.6,622.70525,2402.967167,273.4095
8962.37,288,2979.7027,461.4488,617.5,246.353,246.353,773.578,670.023,249.7,13.083,34.066,67.5,553.9422917,2259.229083,301.325
9246.515,294,4872.284125,446.3466667,714.8,332.171,332.171,828.414,694.147,295.5,15.346,43.936,87,746.3429826,2651.019465,327.3905
9612.185,264,7284.941714,441.0774286,820.6,438.001,438.001,925.73,736.132,356.3,18.215,60.143,119.1,991.8534286,3143.467524,369.27
9963.439,324,14555.79,1780.2185,930,644.832,644.832,1089.078,783.576,448.1,22.289,89.805,177.8,1790.860042,4699.71325,435.108
6870.611,54,42.9748,338.503,113.8,7.781,7.781,450.145,546.825,110.1,5.861,2.477,7,140.6039833,1237.944967,187.068
7108.389,120,348.6836667,676.221,208.8,23.758,23.758,514.395,561.165,120.5,6.437,16.863,15.3,219.6567222,1414.308611,205.7766667
7434.438,180,931.1784444,277.3532,314.4,60.366,60.366,584.894,582.768,138.7,7.418,12.225,24.2,264.4890537,1532.955941,225.0341667
8097.735,204,1472.52,309.495,416.1,113.805,113.805,638.853,608.761,165.4,8.816,17.051,33.8,341.8671667,1768.9425,245.4468333
8647.025,285,3606.353667,641.4496667,514,175.325,175.325,706.345,639.892,207.4,10.958,24.978,49.4,586.3688611,2311.525556,273.1621667
8945.395,360,3310.805667,384.5391667,617.5,246.303,246.303,772.514,669.809,249.6,13.07,33.997,67.3,580.9784028,2310.757139,301.0483333
9352.018,336,5568.270571,535.6162,714.8,332.163,332.163,827.416,693.982,295.5,15.329,43.857,86.8,815.1580643,2806.477962,327.1473333
9471.588,240,5099.4474,514.5905,820.6,437.958,437.958,924.719,735.982,356.2,18.194,60.048,118.9,813.7164083,2764.03065,369.0071667
9994.175,297,8086.690556,593.4058333,930,644.872,644.872,1088.226,783.445,448,22.263,89.703,177.6,1150.506449,3424.357232,434.8728333
6933.517,42,68.6074,341.58625,113.8,8.481,8.481,456.271,548.317,111.3,5.919,0,7.5,142.6885542,1251.331942,188.2178333
6980.332,78,378.855625,225.775,208.8,24.152,24.152,509.609,560.593,120.2,6.413,15.128,14.7,180.5314688,1315.985771,204.4405
7258.027,135,1047.59,198.1094286,314.4,60.367,60.367,584.103,582.621,138.7,7.411,12.192,24.1,263.7467024,1502.248905,224.8545
7962.762,228,2454.201,773.7375,416.1,113.812,113.812,638,608.604,165.4,8.808,17.01,33.7,464.265375,1991.435417,245.2536667
8732.934,165,3606.348333,320.7251667,514,175.315,175.315,705.402,639.715,207.4,10.947,24.924,49.3,549.532625,2252.387083,272.948
8970.425,288,3724.689125,288.40375,617.5,246.331,246.331,771.453,669.595,249.6,13.056,33.927,67.2,601.3404896,2355.891479,300.8051667
9293.522,357,4330.845667,535.6164,714.8,332.053,332.053,826.421,693.818,295.4,15.312,43.778,86.7,713.6497556,2593.972845,326.9048333
9492.989,456,5099.4451,771.88475,820.6,438.073,438.073,923.711,735.831,356.1,18.174,59.954,118.7,853.0454875,2846.498642,368.745
9921.892,351,12130.04017,445.05525,930,644.822,644.822,1087.37,783.314,447.8,22.236,89.601,177.4,1479.455035,4070.468237,434.6201667
6897.221,57,140.2557143,229.732,113.8,9.177,9.177,464.192,549.874,112.6,5.979,0,8.4,141.6822262,1241.197619,190.1741667
7029.564,66,374.36275,225.9606667,208.8,24.352,24.352,507.386,560.286,120.1,6.401,14.39,14.4,178.8992014,1321.506569,203.8271667
7319.617,144,931.2034444,231.1278333,314.4,60.374,60.374,583.314,582.475,138.7,7.404,12.159,24.1,257.4692731,1500.12038,224.692
8058.791,168,1636.133444,193.4345,416.1,113.806,113.806,637.148,608.447,165.4,8.799,16.969,33.6,342.636912,1764.377491,245.0605
8741.85,210,3091.186714,320.7255,514,175.352,175.352,704.462,639.539,207.4,10.936,24.869,49.2,510.2518512,2175.519036,272.7343333
8988.445,234,4256.801429,769.0733333,617.5,246.346,246.346,770.396,669.381,249.6,13.043,33.857,67,681.1119802,2518.694294,300.5461667
9339.025,336,3897.7388,334.760125,714.8,332.148,332.148,825.429,693.654,295.4,15.296,43.7,86.5,658.9644938,2492.411988,326.6631667
9438.39,408,10198.8622,1029.18,820.6,438.082,438.082,922.706,735.682,356.1,18.154,59.86,118.5,1295.31735,3722.1857,368.5003333
10016.618,540,8086.804889,445.055,930,644.832,644.832,1086.521,783.184,447.7,22.21,89.499,177.2,1158.153157,3443.884982,434.3856667
6874.075,33,242.1088,462.0456667,113.8,9.627,9.627,470.191,551.179,113.6,6.03,0,9.1,168.3590389,1289.109411,191.6833333
7066.841,96,423.5022857,271.381,208.8,24.564,24.564,505.311,560.024,120,6.39,13.543,14.1,189.0149405,1348.514714,203.228
7304.207,162,1197.278714,231.1278333,314.4,60.379,60.379,582.526,582.328,138.7,7.397,12.126,24,281.0534623,1544.898758,224.5128333
8006.835,144,1472.5367,515.8256667,416.1,113.808,113.808,636.3,608.291,165.4,8.79,16.928,33.5,353.7739472,1778.184228,244.8681667
8613.765,210,2404.274889,481.08875,514,175.351,175.351,703.525,639.363,207.4,10.925,24.815,49.1,466.2661366,2066.413273,272.5213333
9021.479,342,4966.3235,576.80475,617.5,246.353,246.353,769.34,669.169,249.5,13.03,33.788,66.9,733.0884375,2628.410042,300.2878333
9386.528,252,3897.7133,334.760125,714.8,332.163,332.163,824.44,693.491,295.3,15.28,43.622,86.4,651.8443688,2486.327404,326.4221667
9590.79,456,5099.4285,1029.178667,820.6,437.97,437.97,921.705,735.533,356,18.134,59.767,118.3,874.2155139,2905.661195,368.2398333
10025.337,351,8086.873333,890.11075,930,645.18,645.18,1085.673,783.055,447.6,22.184,89.396,177,1179.437674,3488.083514,434.1513333
6930.755,48,725.0588,169.438375,113.8,7.954,7.954,676.714,580.076,132.8,7.291,15.689,33.8,209.8812646,1332.501029,241.0616667
7002.225,90,1229.65,193.1357143,208.8,23.75,23.75,616.857,576.499,130.2,7.123,22.022,27.3,262.4238929,1457.926786,230.0001667
7322.383,171,1396.371167,462.2506667,314.4,60.341,60.341,602.255,585.807,139,7.578,12.949,25.6,319.8244028,1621.124306,228.8648333
7978.118,192,2944.637,193.4325,416.1,113.769,113.769,657.695,612.071,165.9,9.015,17.96,35.6,455.9957083,1973.009417,249.7068333
8676.991,240,3605.668667,962.155,514,175.267,175.267,727.148,643.615,208.1,11.209,26.179,51.8,611.7007223,2362.346945,278.0085
8959.613,216,3723.774125,576.87425,617.5,246.211,246.211,796.148,674.417,250.5,13.372,35.553,70.4,622.2466979,2389.995396,306.7316667
9367.39,231,4331.904333,669.52075,714.8,332.252,332.252,849.273,697.396,296.9,15.705,45.595,90.3,717.2415069,2607.811181,332.5281667
9459.617,240,7285.038,617.5006,820.6,438.054,438.054,946.714,739.177,358.2,18.659,62.127,123,1007.2603,3143.468267,374.6461667
10052.988,351,9095.179875,445.048625,930,644.926,644.926,1106.412,786.147,450.8,22.864,91.924,182,1229.268958,3586.52375,440.0245
6921.031,60,779.735,332.4145,113.8,6.505,6.505,655.544,575.901,129.3,7.091,27.878,31.9,227.2144583,1368.91425,237.9356667
7043.883,60,1003.069833,225.0826667,208.8,23.49,23.49,612.859,575.83,129.7,7.091,22.502,26.9,243.2345416,1427.387583,229.147
7255.955,99,837.8356,462.251,314.4,60.349,60.349,601.427,585.658,139,7.57,12.915,25.6,267.1962167,1504.9651,228.695
8015.104,240,2103.310571,221.0658571,416.1,113.777,113.777,656.794,611.907,165.9,9.006,17.917,35.5,392.087869,1851.559571,249.504
8682.895,210,2163.4003,641.4373333,514,175.309,175.309,726.151,643.43,208.1,11.197,26.122,51.7,462.1796361,2064.506939,277.7833333
9066.647,306,4965.091667,461.4968,617.5,246.268,246.268,795.015,674.19,250.4,13.358,35.479,70.2,723.4388723,2610.500578,306.4403333
9371.89,210,4331.852889,382.5834286,714.8,332.259,332.259,848.23,697.221,296.8,15.688,45.513,90.1,691.4421931,2557.230886,332.2586667
9474.996,336,5099.5864,514.5878333,820.6,438.026,438.026,945.663,739.01,358.1,18.638,62.03,122.8,824.4222694,2780.632706,374.3735
10052.808,540,7276.2377,445.048375,930,644.932,644.932,1105.506,785.998,450.6,22.836,91.817,181.8,1093.308923,3314.837679,439.7595
6785.745,36,399.119,327.798,113.8,5.485,5.485,574.654,563.63,119.7,6.54,33.16,22.8,184.01425,1277.991167,220.0806667
7006.799,90,841.2802857,269.8958,208.8,23.309,23.309,608.814,575.196,129.3,7.062,22.797,26.5,235.5219238,1406.680681,228.2781667
7309.524,135,930.936,277.3506,314.4,60.35,60.35,600.601,585.509,139,7.563,12.881,25.5,262.4533833,1504.593433,228.509
7989.102,156,1472.3286,515.8206667,416.1,113.787,113.787,655.896,611.744,165.9,8.997,17.874,35.4,356.9695222,1777.189711,249.3018333
8663.808,180,2704.286125,240.539125,514,175.311,175.311,725.159,643.246,208,11.186,26.066,51.6,471.2253542,2079.657375,277.5428333
9013.68,360,2979.0871,384.5778333,617.5,246.189,246.189,793.885,673.963,250.4,13.344,35.406,70.1,555.8867444,2266.838989,306.183
9371.39,315,5569.465286,446.3475,714.8,332.135,332.135,847.19,697.046,296.8,15.67,45.431,89.9,808.4933155,2791.522964,332.0061667
9472.373,240,10199.2624,771.8875,820.6,438.018,438.018,944.614,738.843,358,18.616,61.932,122.6,1262.699242,3657.023483,374.1008333
9936.622,378,9095.349,890.101,930,644.862,644.862,1104.602,785.85,450.5,22.808,91.709,181.5,1268.34525,3645.822333,439.4948333
6833.428,33,184.78525,188.0662857,113.8,5.756,5.756,518.277,555.472,113.9,6.202,27.445,16,147.371628,1226.472589,206.216
7039.182,66,808.9492857,449.2346667,208.8,22.977,22.977,602.383,574.182,128.6,7.015,23.343,25.8,245.021746,1432.523825,226.8871667
7271.096,108,1396.419667,462.2513333,314.4,60.339,60.339,599.777,585.36,138.9,7.556,12.847,25.4,314.2990834,1602.084333,228.3066667
8035.091,192,2103.325429,257.9103333,416.1,113.789,113.789,655,611.581,165.9,8.987,17.832,35.3,390.9594802,1853.03596,249.1
8641.717,225,2403.826222,384.863,514,175.289,175.289,724.168,643.063,208,11.174,26.009,51.5,461.8484352,2057.449204,277.319
8973.716,198,4965.210167,329.6362857,617.5,246.238,246.238,792.758,673.737,250.4,13.33,35.333,70,703.1983711,2555.050075,305.9263333
9307.897,252,4873.20325,446.347,714.8,332.148,332.148,846.145,696.872,296.7,15.653,45.349,89.8,745.0971042,2654.399208,331.7531667
9534.746,360,6374.58075,771.8925,820.6,438.109,438.109,943.569,738.677,357.9,18.595,61.835,122.4,953.8556042,3049.988042,373.8293333
9882.443,486,7276.4465,445.049625,930,644.845,644.845,1103.705,785.704,450.4,22.781,91.603,181.3,1088.556594,3277.464021,439.2488333
6944.633,60,62.7766,168.303875,113.8,7.379,7.379,460.764,548.53,109.6,5.931,8.491,8.2,130.0962063,1226.148746,190.2526667
7053.056,108,912.6301667,336.667,208.8,22.785,22.785,596.692,573.246,128,6.972,23.302,25.1,247.0815972,1440.323028,225.552
7253.671,135,1396.441,693.377,314.4,60.347,60.347,598.955,585.211,138.9,7.548,12.813,25.4,335.72825,1642.206,228.1378333
7962.099,144,2944.694,309.4926,416.1,113.785,113.785,654.107,611.418,165.8,8.978,17.789,35.2,461.2623833,1981.6951,248.882
8739.628,225,3605.775833,240.5395,514,175.288,175.288,723.18,642.879,208,11.163,25.953,51.4,549.8721944,2250.038556,277.0958333
9088.748,216,5958.3138,1153.7195,617.5,246.275,246.275,791.635,673.512,250.3,13.316,35.259,69.8,855.9921083,2880.092717,305.637
9389.408,294,4873.124375,382.5825714,714.8,332.184,332.184,845.099,696.699,296.6,15.636,45.267,89.6,743.1479955,2664.349824,331.4835
9530.118,240,6374.614125,1029.194333,820.6,438.131,438.131,942.526,738.511,357.9,18.573,61.738,122.2,965.1765382,3072.109576,373.5746667
9994.24,459,8084.944667,712.0812,930,644.759,644.759,1102.803,785.557,450.3,22.753,91.496,181.1,1175.796072,3470.837478,439.0015
6859.569,42,133.3635,685.927,113.8,8.824,8.824,470.15,551.373,111.9,6.042,0,8.6,178.4002917,1307.24725,191.3441667
7052.238,96,892.132,269.216,208.8,22.684,22.684,592.62,572.604,127.6,6.943,23.385,24.7,238.2806667,1423.511667,224.642
7343.243,171,930.9696667,346.68875,314.4,60.348,60.348,598.134,585.062,138.9,7.541,12.779,25.3,270.9558681,1527.774903,227.9526667
8003.096,156,2944.7016,515.821,416.1,113.774,113.774,653.215,611.256,165.8,8.969,17.746,35.1,479.3547167,2024.915433,248.681
8724.536,225,3090.679143,240.53975,514,175.27,175.27,722.194,642.696,208,11.151,25.896,51.3,506.8329911,2161.670816,276.8728333
9111.781,198,4965.316,329.6318571,617.5,246.232,246.232,790.515,673.287,250.3,13.302,35.186,69.7,702.9334881,2578.07681,305.3816667
9415.918,336,4331.602556,535.615,714.8,332.176,332.176,844.057,696.527,296.6,15.619,45.185,89.5,714.1547963,2611.018593,331.248
9583.487,264,7285.299143,385.949375,820.6,438.116,438.116,941.485,738.346,357.8,18.552,61.641,122,989.3253765,3129.575253,373.304
9903.043,351,7276.5397,890.10225,930,645.058,645.058,1101.907,785.412,450.2,22.726,91.39,180.9,1114.191079,3332.623825,438.7558333
6823.972,33,115.8251,230.7728333,113.8,9.566,9.566,480.215,553.449,113.4,6.124,0,9.8,139.6264944,1221.155989,193.8313333
7032.577,114,1062.7934,168.218125,208.8,22.623,22.623,590.792,572.34,127.5,6.931,23.542,24.5,245.3885438,1434.835254,224.2675
7246.817,180,1675.7656,277.3512,314.4,60.343,60.343,597.315,584.913,138.9,7.533,12.745,25.2,327.9007333,1625.779467,227.7676667
7998.102,204,2453.939167,386.866,416.1,113.775,113.775,652.326,611.094,165.8,8.96,17.704,35,431.6115973,1928.797028,248.4806667
8606.451,225,2704.386125,481.07975,514,175.277,175.277,721.212,642.514,207.9,11.14,25.84,51.1,494.5604896,2117.698979,276.6176667
8989.813,270,3724.02525,576.852,617.5,246.274,246.274,789.398,673.063,250.2,13.289,35.113,69.5,625.9573542,2404.077375,305.0938333
9362.428,399,3898.4154,334.7595,714.8,332.227,332.227,843.016,696.356,296.5,15.602,45.104,89.3,666.4422417,2506.938317,330.9796667
9507.855,360,5666.352889,441.0862857,820.6,438.079,438.079,940.448,738.181,357.7,18.531,61.544,121.8,866.8667646,2872.328862,373.034
9992.855,405,10395.31386,593.401,930,644.89,644.89,1101.02,785.268,450,22.699,91.285,180.7,1353.705572,3826.909977,438.4953333
6946.087,54,191.749875,174.435625,113.8,10.212,10.212,490.729,555.49,115,6.206,0,11,144.402875,1248.38075,196.4041667
7087.142,108,601.581875,268.865,208.8,22.352,22.352,576.458,570.339,125.9,6.841,23.763,22.8,213.1709896,1382.790146,221.0168333
7222.396,99,837.8983,173.3445,314.4,60.358,60.358,596.499,584.765,138.9,7.526,12.711,25.2,242.5799833,1451.2328,227.6001667
7952.104,228,2453.9465,257.9108333,416.1,113.784,113.784,651.439,610.932,165.8,8.951,17.661,35,422.7756944,1903.640889,248.2971667
8674.357,225,2403.897444,641.4406667,514,175.308,175.308,720.23,642.331,207.9,11.128,25.784,51,482.7772592,2105.667185,276.3955
8977.844,360,4256.070286,288.424375,617.5,246.253,246.253,788.284,672.84,250.2,13.275,35.041,69.4,653.6283884,2457.681944,304.84
9409.936,378,4331.520333,892.6926667,714.8,332.128,332.128,841.978,696.184,296.5,15.585,45.022,89.1,747.1365,2676.512833,330.7281667
9492.22,240,10199.447,385.951125,820.6,438.035,438.035,939.414,738.017,357.6,18.51,61.447,121.6,1229.88801,3596.042188,372.7646667
9882.644,405,12127.9525,1780.205,930,645.1,645.1,1100.127,785.124,449.9,22.671,91.179,180.5,1596.904875,4295.15025,438.2501667
6959.137,42,338.8166667,234.3365,113.8,10.851,10.851,505.31,558.165,117.1,6.315,0,12.7,162.5204306,1283.156861,199.9316667
7037.7,84,671.785,448.113,208.8,22.353,22.353,572.811,569.674,125.5,6.811,23.673,22.4,231.52275,1412.125167,220.1448333
7257.97,117,1047.382125,277.3514,314.4,60.35,60.35,595.683,584.616,138.9,7.519,12.677,25.1,270.1107104,1512.408921,227.4158333
7983.107,156,1840.46625,386.8665,416.1,113.772,113.772,650.554,610.77,165.7,8.942,17.619,34.9,376.2884792,1816.051958,248.0808333
8667.272,285,3090.766571,240.540375,514,175.315,175.315,719.253,642.15,207.9,11.117,25.728,50.9,511.4987455,2162.148991,276.1746667
8987.877,198,3724.1035,1153.69,617.5,246.222,246.222,787.174,672.617,250.2,13.261,34.968,69.2,667.763125,2487.89875,304.57
9313.444,294,3898.333,446.3458333,714.8,332.161,332.161,840.942,696.013,296.4,15.568,44.941,89,666.7220694,2499.847306,330.4773333
9575.583,480,8499.533333,385.951125,820.6,437.989,437.989,938.382,737.853,357.5,18.488,61.35,121.5,1108.094622,3366.60941,372.5121667
9899.427,540,9096.006125,1780.2085,930,645.1,645.1,1099.236,784.981,449.8,22.644,91.073,180.3,1355.370719,3815.123604,438.0056667
6993.111,30,369.5598571,471.1626667,113.8,11.316,11.316,521.631,561.059,119.3,6.435,0,14.6,185.8482937,1331.491587,203.8375
6961.163,108,573.450125,672.123,208.8,22.341,22.341,568.8,569.071,125.2,6.784,23.615,21.9,243.5354271,1424.312854,219.2283333
7313.545,90,1396.523,173.344625,314.4,60.353,60.353,594.869,584.468,138.9,7.512,12.643,25,288.1971354,1558.027604,227.232
8022.118,120,2103.407143,386.8665,416.1,113.792,113.792,649.671,610.609,165.7,8.933,17.576,34.8,395.1038869,1860.380607,247.8815
8637.179,300,2403.931222,481.08125,514,175.28,175.28,718.276,641.968,207.8,11.106,25.672,50.8,475.4328727,2085.245245,275.937
9048.912,198,2979.3177,288.42125,617.5,246.217,246.217,786.068,672.395,250.1,13.247,34.896,69.1,533.4565792,2229.727992,304.301
9283.951,210,7796.5818,669.519,714.8,332.113,332.113,839.91,695.842,296.3,15.55,44.859,88.8,1003.032317,3167.827467,330.2101667
9447.945,456,10199.424,385.95075,820.6,438.127,438.127,937.353,737.689,357.4,18.467,61.254,121.3,1247.640979,3624.674458,372.2438333
9886.215,378,10395.59071,1186.805333,930,645.068,645.068,1098.352,784.839,449.7,22.617,90.968,180.1,1400.592337,3903.613174,437.7626667
6970.777,45,354.2296667,202.5072857,113.8,11.57,11.57,539.216,563.818,121.5,6.552,0,16.6,165.530246,1282.980659,207.9476667
6928.563,90,644.0398571,224.009,208.8,22.295,22.295,565.811,568.58,124.9,6.763,23.613,21.6,210.2254881,1352.951143,218.5445
7263.122,90,1047.4055,231.1263333,314.4,60.36,60.36,594.057,584.32,138.9,7.504,12.61,25,263.8369028,1501.068972,227.0651667
7969.122,216,2103.408714,221.0667143,416.1,113.78,113.78,648.79,610.448,165.7,8.924,17.534,34.7,389.1859524,1839.912905,247.6826667
8783.092,195,2163.5614,962.163,514,175.276,175.276,717.304,641.787,207.8,11.094,25.616,50.7,486.63145,2132.182067,275.7168333
9129.944,270,3724.187875,329.6225714,617.5,246.223,246.223,784.965,672.173,250.1,13.234,34.823,68.9,604.8292872,2386.246241,304.0325
9373.459,294,4872.81975,382.5821429,714.8,332.126,332.126,838.88,695.672,296.3,15.533,44.778,88.7,742.3597411,2661.631149,329.9771667
9477.305,384,7285.287714,1543.8025,820.6,438.118,438.118,936.327,737.527,357.3,18.446,61.158,121.1,1095.148685,3324.852202,371.9763333
10024.998,513,7277.0126,712.0834,930,644.83,644.83,1097.47,784.698,449.5,22.59,90.864,179.9,1112.2315,3350.320667,437.5036667
6955.88,51,673.687,354.368,113.8,11.578,11.578,564.31,567.607,124.5,6.717,0,19.6,208.22875,1360.052167,213.789
7072.295,90,533.394125,336.10675,208.8,22.361,22.361,558.216,567.523,124.1,6.716,22.872,20.7,209.4291563,1377.159479,216.6878333
7251.699,180,1675.8658,346.68975,314.4,60.356,60.356,593.247,584.171,138.8,7.497,12.576,24.9,333.2382125,1638.168425,226.8651667
7959.133,168,1840.49225,386.86675,416.1,113.793,113.793,647.912,610.287,165.7,8.915,17.492,34.6,376.9959167,1814.064167,247.4843333
8739.004,255,2704.472,481.082,514,175.315,175.315,716.333,641.606,207.8,11.083,25.56,50.6,496.5138333,2144.812167,275.497
9067.978,234,3724.23,384.558,617.5,246.292,246.292,783.865,671.952,250.1,13.22,34.751,68.8,606.2966667,2379.093,303.7813333
9275.966,315,4331.350667,446.3461667,714.8,332.125,332.125,837.853,695.502,296.2,15.517,44.698,88.5,704.1680695,2569.264639,329.7116667
9467.665,288,7285.269714,1543.802,820.6,437.986,437.986,935.304,737.364,357.2,18.425,61.062,120.9,1086.99156,3307.220452,371.7091667
9956.773,378,9096.3455,1186.807333,930,645.072,645.072,1096.589,784.558,449.4,22.563,90.759,179.7,1292.072153,3698.832972,437.2615
7017.526,57,928.951,202.019,113.8,11.379,11.379,581.335,569.776,126.4,6.813,0,21.7,219.2126667,1388.445833,217.6706667
7019.005,66,407.1626,448.2456667,208.8,22.41,22.41,551.692,566.466,123.5,6.67,22.549,19.9,205.4837722,1361.937211,215.1295
7346.28,90,1197.065143,231.1265,314.4,60.351,60.351,592.438,584.023,138.8,7.49,12.542,24.8,276.1155536,1539.870441,226.6821667
7901.153,132,1472.4099,257.9113333,416.1,113.795,113.795,647.036,610.127,165.7,8.906,17.45,34.5,332.4775194,1715.561539,247.2865
8775.921,255,2704.52175,240.541125,514,175.327,175.327,715.366,641.426,207.8,11.072,25.505,50.5,476.3654896,2110.885146,275.2781667
9102.007,216,4256.302429,576.833,617.5,246.274,246.274,782.768,671.732,250,13.206,34.679,68.7,665.0223691,2502.486072,303.5141667
9416.472,399,4872.722125,446.346,714.8,332.103,332.103,836.829,695.333,296.2,15.5,44.617,88.3,756.1544271,2696.907188,329.4631667
9429.025,312,5099.6778,1543.8005,820.6,438.1,438.1,934.284,737.203,357.1,18.404,60.966,120.7,906.7446083,2940.533883,371.4428333
9896.552,270,8085.779111,712.0842,930,644.769,644.769,1095.713,784.419,449.3,22.536,90.655,179.5,1159.127026,3423.197385,437.0205
6897.2,42,581.2047,701.177,113.8,10.675,10.675,613.732,574.207,129.9,7.014,0,25.6,234.1653917,1391.00945,225.0755
7045.836,114,792.8992,672.6245,208.8,22.496,22.496,547.743,565.908,123.2,6.646,21.936,19.4,259.845725,1476.109283,214.1388333
7299.857,117,1047.44175,277.352,314.4,60.365,60.365,591.631,583.876,138.8,7.483,12.509,24.8,269.6685625,1519.402625,226.5165
8025.176,168,1636.030778,386.867,416.1,113.773,113.773,646.163,609.968,165.6,8.897,17.408,34.5,359.7566482,1790.99113,247.0893333
8655.829,210,2404.024111,641.4436667,514,175.282,175.282,714.4,641.246,207.7,11.06,25.449,50.4,480.8572315,2100.096463,275.0425
9077.042,252,3724.31175,576.831,617.5,246.26,246.26,781.675,671.512,250,13.193,34.608,68.5,623.5542292,2415.657458,303.248
9281.979,378,4331.269556,1339.039,714.8,332.076,332.076,835.807,695.164,296.1,15.483,44.536,88.2,783.5458797,2729.527259,329.215
9545.402,288,8499.356667,514.598,820.6,438.011,438.011,933.244,737.042,357.1,18.383,60.868,120.5,1102.142806,3350.994611,371.1895
9893.316,324,9096.560125,1780.2135,930,644.924,644.924,1094.836,784.28,449.2,22.509,90.55,179.2,1336.766385,3778.168938,436.7625
6919.91,30,1031.542,688.0325,113.8,9.125,9.125,656.384,578.399,133.2,7.211,4.215,31.3,274.361125,1465.401583,235.1181667
7077.141,96,612.6115,168.3155,208.8,22.721,22.721,537.99,564.528,122.3,6.587,20.869,18.2,200.1369167,1364.264833,211.7456667
7284.44,162,1047.46,173.345,314.4,60.36,60.36,590.826,583.728,138.8,7.475,12.475,24.7,264.66075,1507.000833,226.334
7977.189,180,2944.8642,257.9115,416.1,113.774,113.774,645.291,609.808,165.6,8.888,17.366,34.4,458.9813917,1981.639783,246.8921667
8621.735,225,3606.033667,962.167,514,175.283,175.283,713.435,641.066,207.7,11.049,25.394,50.3,608.8925556,2350.703111,274.824
8978.066,252,2979.4666,329.6155714,617.5,246.28,246.28,780.585,671.293,250,13.179,34.536,68.4,540.7612643,2233.821362,302.9988333
9323.485,399,4872.635,382.5824286,714.8,332.115,332.115,834.788,694.996,296,15.466,44.456,88,750.5794524,2670.769571,328.951
9566.79,240,6374.434125,514.5955,820.6,438.114,438.114,932.202,736.884,357,18.362,60.77,120.3,920.9479688,2992.422271,370.9196667
10010.084,378,7277.3525,890.107,930,645.096,645.096,1093.964,784.142,449.1,22.482,90.447,179,1115.398875,3355.106583,436.5225
6940.275,45,821.4411111,272.5906,113.8,8.36,8.36,663.639,578.535,133.3,7.217,11.321,32.6,224.6803093,1366.911119,237.7686667
7103.791,102,405.3347778,224.4455,208.8,22.747,22.747,536.387,564.234,122.2,6.574,20.715,18.1,187.8570232,1344.519713,211.3683333
7263.02,162,837.9772,198.1087143,314.4,60.358,60.358,590.022,583.58,138.8,7.468,12.442,24.6,249.1761595,1472.643986,226.152
7982.205,120,1636.041556,773.735,416.1,113.799,113.799,644.421,609.648,165.6,8.879,17.324,34.3,387.8038797,1840.313426,246.6953333
8724.652,225,2404.061,641.445,514,175.284,175.284,712.475,640.887,207.7,11.038,25.338,50.2,481.8926667,2114.073667,274.6063333
9003.106,234,2979.5126,769.1016667,617.5,246.249,246.249,779.499,671.075,249.9,13.166,34.465,68.2,575.7431056,2308.244878,302.7175
9287.99,210,6496.789667,669.51925,714.8,332.12,332.12,833.772,694.828,296,15.449,44.376,87.9,893.9728264,2951.86982,328.7208333
9548.192,288,5666.125111,1029.186667,820.6,438.089,438.089,931.167,736.727,356.9,18.341,60.674,120.1,908.6665648,2965.03213,370.6515
9940.839,378,8085.993111,890.10775,930,644.977,644.977,1093.091,784.005,448.9,22.455,90.343,178.8,1182.637405,3478.319477,436.2656667
6938.195,54,671.5232,444.7303333,113.8,6.738,6.738,652.605,575.544,130.6,7.075,25.227,32.1,226.7233778,1371.497756,237.1918333
7103.725,108,336.9125,449.6636667,208.8,23.144,23.144,526.539,562.887,121.3,6.517,19.022,16.8,200.2274306,1371.707528,208.8441667
7313.601,126,1396.644167,198.1087143,314.4,60.361,60.361,589.22,583.433,138.8,7.461,12.408,24.6,292.6497401,1568.185814,225.987
7917.226,204,1840.558625,515.8233333,416.1,113.792,113.792,643.554,609.489,165.6,8.87,17.282,34.2,390.2550799,1834.583326,246.4991667
8780.56,255,3090.937571,481.0845,514,175.294,175.294,711.516,640.707,207.6,11.027,25.283,50,528.1452559,2216.146012,274.3555
9004.135,252,5959.0858,769.098,617.5,246.285,246.285,778.416,670.857,249.9,13.152,34.394,68.1,825.4227333,2808.0173,302.4698333
9310.496,336,7796.0784,535.6158,714.8,332.059,332.059,832.759,694.66,295.9,15.432,44.296,87.7,1001.4466,3170.841533,328.4578333
9567.598,408,10198.994,514.5921667,820.6,437.999,437.999,930.136,736.572,356.8,18.32,60.578,119.9,1253.374181,3657.963861,370.3843333
10051.595,459,10396.395,1186.810333,930,645.046,645.046,1092.222,783.869,448.8,22.428,90.239,178.6,1406.537944,3944.807722,436.0263333
6972.179,33,1165.5452,264.3366,113.8,6.043,6.043,631.697,572.062,127.8,6.914,30.187,29.9,248.9439833,1425.8173,233.0933333
6986.746,120,386.6702222,168.514375,208.8,23.001,23.001,529.421,563.224,121.6,6.532,19.681,17.2,182.3037164,1315.621933,209.6096667
7390.182,126,1047.493375,173.34525,314.4,60.362,60.362,588.42,583.285,138.8,7.454,12.375,24.5,261.3997188,1518.630438,225.8056667
